english_word,spanish_word,spanish_meaning_ff,relationship_type,part_of_speech,cultural_domain,first_attestation_english,first_attestation_spanish,jaccard_similarity,levenshtein_similarity,complexity_syllables,complexity_length,complexity_frequency_complexity,complexity_semantic_complexity,complexity_overall_complexity,complexity_syll_component,complexity_freq_component,complexity_semantic_component,complexity_length_component
art,arte,,cognates,noun,arts_entertainment,1300,1542,0.75,0.75,1,3,1.71,4,24.9,8.3,8.6,8,0
arthritis,artritis,,cognates,noun,health_medicine,1500,1692,0.833,0.889,3,9,3.39,1,51,16.6,16.9,4,13.4
arthropod,arthropoda,,cognates,noun,nature_geography,1862,1881,1,0.9,3,9,4.67,1,57.4,16.6,23.4,4,13.4
article,artículo,,cognates,noun,language_communication,1200,1545,0.5,0.625,3,7,1.91,5,45.5,16.6,9.6,8.9,10.4
articulation,articulación,,cognates,noun,language_communication,1200,1599,0.8,0.833,5,12,3.91,5,67,21.5,19.6,8.9,17
artifact,artefacto,,cognates,noun,other,1300,1542,0.625,0.778,3,8,3.59,1,50.6,16.6,17.9,4,12
artifice,artificio,,cognates,noun,values_ethics,1300,1545,0.75,0.778,3,8,4.42,1,54.7,16.6,22.1,4,12
artist,artista,,cognates,noun,arts_entertainment,1500,1545,1,0.857,2,6,2.2,1,36.7,13.2,11,4,8.5
artistic,artístico,,cognates,adjective,arts_entertainment,1753,1545,0.75,0.778,3,8,2.83,3,49.7,16.6,14.2,6.9,12
asana,asana,,cognates,noun,religion_spirituality,1810,1770,1,1,1,5,4.77,1,42.2,8.3,23.8,4,6
ascension,ascensión,,cognates,noun,religion_spirituality,1300,1573,0.75,0.889,3,9,3.66,5,57.3,16.6,18.3,8.9,13.4
asceticism,ascetismo,,cognates,noun,religion_spirituality,1840,1616,0.875,0.7,3,10,4.6,3,61.3,16.6,23,6.9,14.7
asexuality,asexualidad,,cognates,noun,emotions_psychology,1840,1892,0.7,0.727,5,10,4.95,1,64.9,21.5,24.8,4,14.7
asphyxiation,asfixia,,cognates,noun,health_medicine,1849,1679,0.364,0.417,5,12,4.35,2,65.9,21.5,21.8,5.7,17
aspiration,aspiración,,cognates,noun,emotions_psychology,1600,1556,0.6,0.8,4,10,3.7,4,60.5,19.3,18.5,8,14.7
aspirin,aspirina,,cognates,noun,health_medicine,1890,1573,1,0.875,2,7,3.66,1,45.9,13.2,18.3,4,10.4
assault,asalto,,cognates,noun,government_politics,1200,1545,0.667,0.571,2,7,2.56,7,47,13.2,12.8,10.6,10.4
assemblage,asamblea,,cognates,noun,arts_entertainment,1704,1556,0.857,0.5,3,10,4.06,4,59.6,16.6,20.3,8,14.7
assist,asistir,,cognates,noun,other,1500,1899,0.8,0.571,2,6,2.58,5,43.5,13.2,12.9,8.9,8.5
association,asociación,,cognates,noun,social,1810,1556,0.75,0.727,5,11,1.99,8,58.6,21.5,10,11.3,15.9
assumption,asunción,,cognates,noun,education_knowledge,1300,1621,0.455,0.5,3,10,2.93,7,56.6,16.6,14.6,10.6,14.7
asthma,asma,,cognates,noun,health_medicine,1820,1578,0.6,0.667,2,6,3.27,1,42,13.2,16.4,4,8.5
asylum,asilo,,cognates,noun,government_politics,1325,1556,0.375,0.5,3,6,3.01,2,45.8,16.6,15,5.7,8.5
athleticism,atletismo,,cognates,noun,sports_recreation,1830,1873,0.7,0.636,4,11,4.02,1,59.3,19.3,20.1,4,15.9
atom,átomo,,cognates,noun,education_knowledge,1811,1556,0.6,0.6,2,4,3.28,2,35.2,13.2,16.4,5.7,0
attack,ataque,,cognates,noun,emotions_psychology,1600,1556,0.286,0.333,2,6,1.91,15,46.7,13.2,9.6,15.5,8.5
attend,atender,,cognates,noun,other,1325,1678,0.833,0.571,2,6,2.45,5,42.9,13.2,12.2,8.9,8.5
attention,atención,,cognates,noun,emotions_psychology,1903,1556,0.625,0.667,3,9,1.89,6,49.3,16.6,9.4,9.8,13.4
attitude,actitud,,cognates,noun,emotions_psychology,1600,1542,0.714,0.75,3,8,2.42,4,48.7,16.6,12.1,8,12
attractive,atractivo,,cognates,adjective,emotions_psychology,1600,1545,0.75,0.8,3,10,2.47,3,50.6,16.6,12.3,6.9,14.7
attribute,atributo,,cognates,noun,education_knowledge,1325,1574,0.75,0.778,3,9,3.23,4,54.2,16.6,16.1,8,13.4
auberge,albergue,,cognates,noun,housing_architecture,1600,1578,0.857,0.75,1,7,4.84,1,46.9,8.3,24.2,4,10.4
audibility,audibilidad,,cognates,noun,language_communication,1600,1788,0.75,0.727,5,10,5.4,1,67.2,21.5,27,4,14.7
audio,audio,,cognates,noun,technology_tools,1920,1594,1,1,3,5,2.53,4,43.3,16.6,12.7,8,6
audition,audición,,cognates,noun,arts_entertainment,1935,1573,0.556,0.75,3,8,3.23,3,51.7,16.6,16.1,6.9,12
august,agosto,,cognates,noun,time_calendar,1400,1522,0.667,0.5,2,6,1.9,3,38.1,13.2,9.5,6.9,8.5
aureole,aureola,,cognates,noun,religion_spirituality,1325,1556,1,0.857,3,7,5.29,2,59.1,16.6,26.4,5.7,10.4
auscultation,auscultación,,cognates,noun,health_medicine,1821,1659,0.8,0.833,4,12,5.16,1,66.1,19.3,25.8,4,17
auspices,auspicio,,cognates,noun,religion_spirituality,1500,1640,0.75,0.75,3,8,3.78,3,54.5,16.6,18.9,6.9,12
author,autor,,cognates,noun,education_knowledge,1325,1522,0.833,0.833,2,6,2.05,3,38.8,13.2,10.2,6.9,8.5
authority,autoridad,,cognates,noun,values_ethics,1200,1542,0.667,0.556,4,9,2.19,7,54.3,19.3,11,10.6,13.4
autism,autismo,,cognates,noun,health_medicine,1910,1771,0.857,0.857,3,6,3.03,1,44.3,16.6,15.1,4,8.5
autoerotism,autoerotismo,,cognates,noun,emotions_psychology,1890,1879,1,0.917,4,11,7,1,74.2,19.3,35,4,15.9
automatic,automático,,cognates,adjective,technology_tools,1812,1732,0.875,0.8,4,9,2.64,5,54.9,19.3,13.2,8.9,13.4
automation,automación,,cognates,noun,technology_tools,1812,1819,0.778,0.8,4,10,3.2,3,56.9,19.3,16,6.9,14.7
automatism,automatismo,,cognates,noun,emotions_psychology,1708,1732,1,0.909,3,10,5.19,1,61.3,16.6,25.9,4,14.7
autopsy,autopsia,,cognates,noun,health_medicine,1895,1745,0.75,0.75,3,7,3.43,2,49.8,16.6,17.2,5.7,10.4
autotomy,autotomía,,cognates,noun,other,1880,1892,0.714,0.778,4,8,5.82,1,64.4,19.3,29.1,4,12
aviation,aviación,,cognates,noun,transportation,1866,1711,0.5,0.75,4,8,2.83,4,53.5,19.3,14.2,8,12
avocado,avocado,,loanword_es_to_en,noun,food_cuisine,1763,1578,1,1,4,7,3.55,3,54.4,19.3,17.8,6.9,10.4
avocado,abogado,Lawyer,false_friends,noun,food_cuisine,1608,1776,0.429,0.714,4,7,3.55,3,54.4,19.3,17.8,6.9,10.4
baby,baby,,loanword_en_to_es,noun,family_kinship,1600,1789,1,1,2,4,1.74,8,33.2,13.2,8.7,11.3,0
baby boom,baby boom,,loanword_en_to_es,noun,time_calendar,1600,1951,1,1,3,9,2.72,0,43.7,16.6,13.6,0,13.4
baccarat,bacarrá,,cognates,noun,sports_recreation,1848,1853,0.667,0.625,3,8,4.53,1,55.3,16.6,22.6,4,12
bachelor,bachiller,High school graduate,false_friends,noun,family_kinship,1250,1250,0.778,0.667,3,8,3.03,3,50.7,16.6,15.1,6.9,12
backgammon,backgammon,,cognates,noun,sports_recreation,1814,1946,1,1,3,10,4.55,1,58.1,16.6,22.8,4,14.7
backstage,backstage,,loanword_en_to_es,noun,arts_entertainment,1400,1960,1,1,2,9,3.4,4,51.6,13.2,17,8,13.4
bacon,bacon,,loanword_en_to_es,noun,food_cuisine,1325,1704,1,1,2,5,2.85,3,40.4,13.2,14.2,6.9,6
bacteria,bacteria,,cognates,noun,health_medicine,1847,1745,1,1,4,8,2.81,1,49.4,19.3,14,4,12
bacteriology,bacteriología,,cognates,noun,health_medicine,1880,1745,0.833,0.846,6,12,4.64,1,67.5,23.4,23.2,4,17
bacteriophage,bacteriófago,,cognates,noun,health_medicine,1921,1745,0.692,0.692,4,13,4.82,1,65.4,19.3,24.1,4,18
badminton,bádminton,,cognates,noun,sports_recreation,1874,1953,0.778,0.889,3,9,3.72,1,52.7,16.6,18.6,4,13.4
bald,balde,Bucket,false_friends,noun,clothing_appearance,1325,1897,0.8,0.8,1,4,3.17,4,32.2,8.3,15.8,8,0
ball,bola,,cognates,noun,sports_recreation,1200,1599,0.75,0.5,1,4,1.96,13,32.5,8.3,9.8,14.4,0
ballet,ballet,,cognates,noun,arts_entertainment,1945,1659,1,1,2,6,3.05,2,42.6,13.2,15.2,5.7,8.5
balloon,balón,Ball,false_friends,noun,technology_tools,1575,1745,0.667,0.571,2,7,3.1,4,47.1,13.2,15.5,8,10.4
balm,bálsamo,,cognates,noun,health_medicine,1325,1556,0.571,0.429,1,4,3.75,2,32.7,8.3,18.8,5.7,0
banana,banana,,cognates,noun,food_cuisine,1910,1765,1,1,3,6,3,2,45.8,16.6,15,5.7,8.5
banjo,banjo,,cognates,noun,arts_entertainment,1764,1813,1,1,2,5,3.73,1,41.8,13.2,18.6,4,6
bankruptcy,bancarrota,,cognates,noun,economics_commerce,1700,1571,0.545,0.4,3,10,2.89,3,52.7,16.6,14.4,6.9,14.7
barb,barba,,cognates,noun,technology_tools,1300,1542,1,0.8,1,4,3.69,5,35.7,8.3,18.4,8.9,0
barbarism,barbaridad,,cognates,noun,values_ethics,1508,1620,0.571,0.7,4,9,4.25,1,58,19.3,21.2,4,13.4
bark,barco,To warn,false_friends,noun,nature_geography,1100,1200,0.5,0.6,1,4,3.15,9,36.1,8.3,15.8,12,0
barman,barman,,loanword_en_to_es,noun,social,1837,1795,1,1,2,6,4.23,1,46.8,13.2,21.2,4,8.5
barricade,barricada,,cognates,noun,technology_tools,1600,1640,0.857,0.889,3,9,3.91,5,58.5,16.6,19.6,8.9,13.4
base,base,,cognates,noun,technology_tools,1300,1545,1,1,1,4,1.95,30,38.1,8.3,9.8,20,0
baseball,baseball,,loanword_en_to_es,noun,sports_recreation,1200,1892,1,1,2,8,2.46,2,43.1,13.2,12.3,5.7,12
basement,basamento,Base of a column,false_friends,noun,housing_architecture,1600,1764,0.875,0.778,2,8,2.82,2,44.9,13.2,14.1,5.7,12
basic,básico,,cognates,adjective,education_knowledge,1840,1564,0.571,0.667,2,5,2.11,6,39.5,13.2,10.6,9.8,6
basically,básicamente,,cognates,adverb,language_communication,1832,1741,0.417,0.455,3,9,2.37,1,45.9,16.6,11.9,4,13.4
basketball,basketball,,loanword_en_to_es,noun,sports_recreation,1200,1840,1,1,3,10,2.44,2,49.2,16.6,12.2,5.7,14.7
basophilia,basofilia,,cognates,noun,health_medicine,1900,1879,0.667,0.8,3,10,7,1,70.3,16.6,35,4,14.7
battle,batalla,,cognates,noun,government_politics,1300,1522,0.8,0.571,2,6,2.06,4,40,13.2,10.3,8,8.5
bay,bayo,,cognates,noun,nature_geography,1325,1603,0.75,0.75,1,3,2.27,10,32.3,8.3,11.3,12.6,0
beagle,beagle,,cognates,noun,nature_geography,1300,1929,1,1,2,6,3.94,1,45.4,13.2,19.7,4,8.5
beast,bestia,,cognates,noun,nature_geography,1200,1562,0.833,0.5,1,5,2.71,2,33.5,8.3,13.6,5.7,6
beluga,beluga,,cognates,noun,nature_geography,1508,1799,1,1,3,6,4.31,2,52.3,16.6,21.6,5.7,8.5
benefit,beneficio,,cognates,noun,economics_commerce,1325,1545,0.625,0.667,3,7,2.18,5,46.9,16.6,10.9,8.9,10.4
benthos,bentos,,cognates,noun,nature_geography,1891,1842,0.857,0.857,2,7,5.29,2,55.7,13.2,26.4,5.7,10.4
bicycle,bicicleta,,cognates,noun,transportation,1868,1659,0.625,0.667,3,7,3.02,2,47.8,16.6,15.1,5.7,10.4
bigot,bigote,Mustache,false_friends,noun,emotions_psychology,1600,1899,0.833,0.833,2,5,3.82,1,42.3,13.2,19.1,4,6
bilaterality,bilateralidad,,cognates,noun,government_politics,1880,1863,0.778,0.769,6,12,7,1,79.3,23.4,35,4,17
billiards,billares,,cognates,noun,sports_recreation,1508,1787,0.75,0.778,2,9,4.16,1,51.4,13.2,20.8,4,13.4
billion,billón,Trillion,false_friends,other,economics_commerce,1600,1937,0.667,0.714,2,7,2.25,5,43.8,13.2,11.2,8.9,10.4
biofeedback,biofeedback,,cognates,noun,health_medicine,1970,1969,1,1,4,11,4.65,1,62.4,19.3,23.2,4,15.9
biology,biología,,cognates,noun,education_knowledge,1991,1732,0.625,0.75,4,7,2.78,3,50.5,19.3,13.9,6.9,10.4
biomedicine,biomedicina,,cognates,noun,health_medicine,1920,1879,0.889,0.909,4,11,4.69,2,64.3,19.3,23.4,5.7,15.9
biostatistics,bioestadística,,cognates,noun,health_medicine,1860,1879,0.7,0.714,3,13,4.67,1,62,16.6,23.4,4,18
bioterrorism,bioterrorismo,,cognates,noun,health_medicine,1798,1879,1,0.923,3,12,4.71,1,61.2,16.6,23.6,4,17
bipedalism,bipedismo,,cognates,noun,nature_geography,1900,1922,0.7,0.7,2,10,5.45,1,59.1,13.2,27.2,4,14.7
bisection,bisectriz,,cognates,noun,education_knowledge,1600,1801,0.6,0.667,3,9,5.33,1,60.7,16.6,26.6,4,13.4
bison,bison,,cognates,noun,nature_geography,1325,1797,1,1,2,5,3.74,1,41.9,13.2,18.7,4,6
black friday,black friday,,loanword_en_to_es,noun,economics_commerce,1300,1878,1,1,3,12,2.16,0,44.4,16.6,10.8,0,17
blackout,blackout,,loanword_en_to_es,noun,technology_tools,1200,1938,1,1,2,8,3.42,5,51.2,13.2,17.1,8.9,12
bland,blando,Soft,false_friends,noun,emotions_psychology,1000,1736,0.833,0.833,1,5,3.5,3,38.7,8.3,17.5,6.9,6
blank,blanco,White,false_friends,noun,other,1890,1640,0.571,0.667,1,5,2.86,8,39.9,8.3,14.3,11.3,6
blazer,blazer,,loanword_en_to_es,noun,clothing_appearance,1200,1939,1,1,2,6,3.73,1,44.3,13.2,18.6,4,8.5
blinder,blindar,To shield,false_friends,noun,technology_tools,1200,1939,0.75,0.857,2,7,4.59,4,54.5,13.2,22.9,8,10.4
blockbuster,blockbuster,,loanword_en_to_es,noun,arts_entertainment,1942,1944,1,1,3,11,3.52,2,55.8,16.6,17.6,5.7,15.9
blog,blog,,loanword_en_to_es,noun,technology_tools,1997,1998,1,1,1,4,2.27,2,25.3,8.3,11.3,5.7,0
blogger,blogger,,loanword_en_to_es,noun,language_communication,1990,1932,1,1,2,7,3.15,1,43.3,13.2,15.8,4,10.4
blooper,blooper,,cognates,noun,arts_entertainment,1943,1986,1,1,2,7,4.58,1,50.5,13.2,22.9,4,10.4
blouse,blusa,,cognates,noun,clothing_appearance,1828,1659,0.571,0.667,1,6,3.62,1,38.9,8.3,18.1,4,8.5
bluegrass,bluegrass,,loanword_en_to_es,noun,arts_entertainment,1300,1911,1,1,2,9,3.84,3,52.7,13.2,19.2,6.9,13.4
bluetooth,bluetooth,,loanword_en_to_es,noun,technology_tools,1990,1991,1,1,2,9,3.25,0,42.8,13.2,16.2,0,13.4
bobsleigh,bobsleigh,,loanword_en_to_es,noun,sports_recreation,1840,1913,1,1,2,9,4.35,2,54,13.2,21.8,5.7,13.4
body,boda,Wedding,false_friends,noun,health_medicine,1000,1872,0.6,0.75,2,4,1.6,12,35,13.2,8,13.9,0
bombardon,bombardón,,cognates,noun,arts_entertainment,1820,1900,0.875,0.889,3,9,7,2,70.7,16.6,35,5.7,13.4
bomber,bombero,Firefighter,false_friends,noun,technology_tools,1608,1781,1,0.857,2,6,3.12,3,44.2,13.2,15.6,6.9,8.5
bonobo,bonobo,,cognates,noun,nature_geography,1950,1979,1,1,3,6,4.62,1,52.2,16.6,23.1,4,8.5
bookfluencer,bookfluencer,,loanword_en_to_es,noun,social,2018,2020,1,1,3,12,7,0,68.6,16.6,35,0,17
boomerang,boomerang,,loanword_en_to_es,noun,technology_tools,1827,1876,1,1,3,9,3.94,3,56.7,16.6,19.7,6.9,13.4
bot,bot,,cognates,noun,technology_tools,1996,1969,1,1,1,3,3.18,1,28.2,8.3,15.9,4,0
bowling,bowling,,cognates,noun,sports_recreation,1500,1884,1,1,2,7,2.95,6,48.1,13.2,14.8,9.8,10.4
bowls,bowls,,cognates,noun,food_cuisine,1300,1882,1,1,1,5,3.25,13,45,8.3,16.2,14.4,6
boxing,boxeo,,cognates,noun,sports_recreation,1711,1736,0.429,0.5,2,6,2.83,5,44.8,13.2,14.2,8.9,8.5
brachiation,braquiación,,cognates,noun,nature_geography,1890,1948,0.5,0.636,3,11,7,1,71.5,16.6,35,4,15.9
brachiopod,brachiopoda,,cognates,noun,nature_geography,1836,1871,1,0.909,4,10,5.22,2,65.8,19.3,26.1,5.7,14.7
brainstorming,brainstorming,,loanword_en_to_es,noun,language_communication,1830,1879,1,1,3,13,4.08,2,60.7,16.6,20.4,5.7,18
braising,braseado,,cognates,noun,food_cuisine,1700,1874,0.4,0.375,2,8,5,2,55.8,13.2,25,5.7,12
branding,branding,,loanword_en_to_es,noun,economics_commerce,1325,1845,1,1,2,8,3.23,5,50.3,13.2,16.1,8.9,12
brandy,brandy,,loanword_en_to_es,noun,food_cuisine,1600,1785,1,1,2,6,3.49,1,43.1,13.2,17.5,4,8.5
breakbeat,breakbeat,,loanword_en_to_es,noun,arts_entertainment,1980,1996,1,1,2,9,5.06,0,51.9,13.2,25.3,0,13.4
breeze,brisa,,loanword_es_to_en,noun,nature_geography,1928,1569,0.286,0.333,1,6,3.14,4,40.5,8.3,15.7,8,8.5
briefing,briefing,,loanword_en_to_es,noun,language_communication,1910,1930,1,1,2,8,3.26,2,47.1,13.2,16.3,5.7,12
brink,brinco,Jump/Hop,false_friends,noun,emotions_psychology,1350,1500,0.571,0.667,1,5,3.49,3,38.7,8.3,17.5,6.9,6
bronchitis,bronquitis,,cognates,noun,health_medicine,1810,1745,0.636,0.8,3,10,4.08,1,55.7,16.6,20.4,4,14.7
bronchospasm,broncoespasmo,,cognates,noun,health_medicine,1900,1879,0.818,0.769,2,12,5.26,1,60.5,13.2,26.3,4,17
bronco,bronco,,loanword_es_to_en,noun,sports_recreation,1300,1569,1,1,2,6,4.01,1,45.7,13.2,20,4,8.5
brownie,brownie,,loanword_en_to_es,noun,food_cuisine,1897,1948,1,1,2,7,3.79,3,49.5,13.2,18.9,6.9,10.4
browser,browser,,loanword_en_to_es,noun,technology_tools,1845,1902,1,1,2,7,3.11,2,44.8,13.2,15.5,5.7,10.4
bruxism,bruxismo,,cognates,noun,health_medicine,1932,1879,0.875,0.875,2,7,5.15,1,53.3,13.2,25.8,4,10.4
buffet,bufete,Law firm,false_friends,noun,food_cuisine,1590,1938,1,0.667,2,6,3.46,5,47.9,13.2,17.3,8.9,8.5
bulldozer,bulldozer,,loanword_en_to_es,noun,technology_tools,1942,1860,1,1,3,9,4.12,1,54.7,16.6,20.6,4,13.4
bullying,bullying,,loanword_en_to_es,noun,emotions_psychology,1777,1897,1,1,3,8,3.03,4,51.8,16.6,15.1,8,12
bungalow,bungalow,,loanword_en_to_es,noun,housing_architecture,1608,1840,1,1,3,8,3.66,1,50.9,16.6,18.3,4,12
buoy,buey,Ox,false_friends,noun,technology_tools,1000,1556,0.6,0.75,2,4,4,4,41.2,13.2,20,8,0
burrito,burrito,,loanword_es_to_en,noun,food_cuisine,1934,1659,1,1,3,7,3.74,1,49.7,16.6,18.7,4,10.4
burro,burro,,cognates,noun,nature_geography,1800,1598,1,1,2,5,4.65,1,46.4,13.2,23.2,4,6
business,business,,loanword_en_to_es,noun,economics_commerce,1727,1659,1,1,2,8,1.44,9,44.4,13.2,7.2,12,12
button,botón,,cognates,noun,technology_tools,1325,1640,0.667,0.5,2,6,2.44,9,45.9,13.2,12.2,12,8.5
bye,bye,,loanword_en_to_es,noun,language_communication,1500,1777,1,1,1,3,2.61,2,27,8.3,13.1,5.7,0
cabaret,cabaret,,cognates,noun,arts_entertainment,1200,1659,1,1,3,7,3.76,2,51.5,16.6,18.8,5.7,10.4
cable,cable,,cognates,noun,technology_tools,1200,1603,1,1,2,5,2.46,8,42.8,13.2,12.3,11.3,6
cacique,cacique,,cognates,noun,government_politics,1500,1542,1,1,2,7,5.01,1,52.6,13.2,25,4,10.4
caesarian,cesárea,,cognates,noun,health_medicine,1500,1578,0.625,0.556,4,9,5,3,64.7,19.3,25,6.9,13.4
calcium,calcio,,cognates,noun,health_medicine,1800,1640,0.571,0.714,3,7,3.18,1,46.9,16.6,15.9,4,10.4
calculator,calculadora,,cognates,noun,technology_tools,1946,1732,0.75,0.818,4,10,3.44,2,56.9,19.3,17.2,5.7,14.7
calculus,cálculo,,cognates,noun,education_knowledge,1608,1545,0.429,0.625,3,8,3.4,3,52.6,16.6,17,6.9,12
caliber,calibre,,cognates,noun,technology_tools,1500,1556,1,1,3,7,3.79,2,51.6,16.6,18.9,5.7,10.4
calm,calma,,cognates,noun,emotions_psychology,1325,1545,1,0.8,1,4,2.46,8,31.9,8.3,12.3,11.3,0
camel,camelus,,cognates,noun,nature_geography,1000,1785,0.714,0.714,2,5,3.36,1,40,13.2,16.8,4,6
camera,cámara,,cognates,noun,technology_tools,1750,1545,0.667,0.667,3,6,2.13,2,41.4,16.6,10.6,5.7,8.5
camion,camión,,cognates,noun,transportation,1880,1732,0.714,0.833,1,6,5.53,2,50.1,8.3,27.7,5.7,8.5
camouflage,camuflaje,,cognates,noun,technology_tools,1917,1748,0.7,0.8,3,10,3.58,5,58.2,16.6,17.9,8.9,14.7
camp,campo,Countryside,false_friends,noun,nature_geography,1600,1932,0.8,0.8,1,4,2.21,12,33.2,8.3,11.1,13.9,0
campaign,campaña,,cognates,noun,government_politics,1809,1542,0.5,0.625,2,8,2,7,45.8,13.2,10,10.6,12
camping,camping,,loanword_en_to_es,verb,sports_recreation,1325,1733,1,1,2,7,3,4,46.6,13.2,15,8,10.4
canary,canario,,cognates,noun,nature_geography,300,1769,0.571,0.714,3,6,3.56,5,51.9,16.6,17.8,8.9,8.5
canasta,canasta,,cognates,noun,sports_recreation,1965,1578,1,1,3,7,5.17,1,56.9,16.6,25.9,4,10.4
cancan,cancán,,cognates,adjective,arts_entertainment,1848,1618,0.75,0.833,2,6,5.21,1,51.7,13.2,26.1,4,8.5
candidature,candidatura,,cognates,noun,government_politics,1850,1556,0.889,0.909,4,11,4.69,1,62.6,19.3,23.4,4,15.9
canid,cánido,,cognates,noun,nature_geography,1879,1725,0.571,0.667,1,5,5.26,1,44.6,8.3,26.3,4,6
cannibalism,canibalismo,,cognates,noun,values_ethics,1796,1640,0.889,0.818,5,11,3.99,1,61.3,21.5,20,4,15.9
canyon,cañón,,loanword_es_to_en,noun,nature_geography,1834,1542,0.429,0.5,2,6,3.04,1,40.9,13.2,15.2,4,8.5
capacity,capacidad,,cognates,noun,technology_tools,1931,1545,0.571,0.667,4,8,2.29,9,54.8,19.3,11.4,12,12
capital,capital,,cognates,noun,economics_commerce,1754,1542,1,1,3,7,1.99,11,50.2,16.6,10,13.3,10.4
capitalization,capitalización,,cognates,noun,economics_commerce,1860,1556,0.8,0.857,6,14,3.88,4,69.7,23.4,19.4,8,19
capriole,cabriola,,cognates,noun,sports_recreation,1508,1732,0.667,0.75,2,8,7,4,68.2,13.2,35,8,12
car,cara,Face,false_friends,noun,transportation,1250,1751,1,0.75,1,3,1.55,5,25,8.3,7.7,8.9,0
car,caro,expensive,false_friends,noun,transportation,1600,1545,0.75,0.75,1,3,1.55,5,25,8.3,7.7,8.9,0
carcass,carcass,,cognates,noun,nature_geography,1750,1867,1,1,2,7,3.79,1,46.5,13.2,18.9,4,10.4
card,carta,Letter,false_friends,noun,education_knowledge,1325,1739,0.6,0.6,1,4,1.96,13,32.5,8.3,9.8,14.4,0
cardiology,cardiología,,cognates,noun,health_medicine,1830,1877,0.8,0.818,5,10,3.93,1,59.8,21.5,19.7,4,14.7
careerism,arribismo,,cognates,noun,economics_commerce,1900,1827,0.556,0.444,4,9,5.3,1,63.2,19.3,26.5,4,13.4
cargo,cargo,,loanword_es_to_en,noun,economics_commerce,1300,1542,1,1,2,5,2.81,1,37.2,13.2,14,4,6
cargo,cargo,Post/Position,false_friends,noun,economics_commerce,1600,1500,1,1,2,5,2.81,1,37.2,13.2,14,4,6
carioca,carioca,,cognates,noun,social,1830,1863,1,1,4,7,4.98,3,61.5,19.3,24.9,6.9,10.4
carnivore,carnívoro,,cognates,noun,nature_geography,1839,1640,0.667,0.778,3,9,4.32,2,57.3,16.6,21.6,5.7,13.4
carom,carambola,,cognates,noun,sports_recreation,1779,1773,0.714,0.444,2,5,5.03,4,52.3,13.2,25.2,8,6
carpentry,carpintería,,cognates,noun,housing_architecture,1300,1545,0.7,0.636,3,9,4.03,1,54.2,16.6,20.1,4,13.4
carpet,carpeta,Folder,false_friends,noun,housing_architecture,1325,1917,1,0.857,2,6,2.82,5,44.7,13.2,14.1,8.9,8.5
cart,carretilla,,cognates,noun,transportation,1325,1744,0.571,0.4,1,4,3.02,4,31.4,8.3,15.1,8,0
cartography,cartografía,,cognates,noun,technology_tools,1843,1748,0.545,0.727,4,11,4.33,1,60.8,19.3,21.6,4,15.9
carton,cartón,Cardboard,false_friends,noun,technology_tools,1791,1897,0.714,0.833,2,6,3.81,2,46.4,13.2,19.1,5.7,8.5
case,caso,,cognates,noun,education_knowledge,1000,1522,0.6,0.75,1,4,1.45,22,34.3,8.3,7.3,18.8,0
cassowary,casuarius,,cognates,noun,nature_geography,1600,1819,0.444,0.333,4,9,4.99,1,61.7,19.3,25,4,13.4
castanets,castañuelas,,loanword_es_to_en,noun,arts_entertainment,1648,1935,0.556,0.636,2,9,4.99,1,55.5,13.2,25,4,13.4
casting,casting,,loanword_en_to_es,verb,technology_tools,1300,1788,1,1,2,7,2.85,15,53.3,13.2,14.2,15.5,10.4
castle,castillo,,cognates,noun,housing_architecture,1000,1556,0.625,0.625,2,6,2.55,5,43.4,13.2,12.8,8.9,8.5
castration,castración,,cognates,noun,health_medicine,1763,1745,0.778,0.8,3,10,4.22,3,59.4,16.6,21.1,6.9,14.7
casualty,casualidad,Chance/Coincidence,false_friends,noun,emotions_psychology,1325,1500,0.556,0.6,4,8,3.39,4,56.3,19.3,16.9,8,12
cat,gata,,cognates,noun,nature_geography,700,1638,0.5,0.5,1,3,2.22,10,32.1,8.3,11.1,12.6,0
cataplasm,cataplasma,,cognates,noun,health_medicine,1500,1578,1,0.9,3,9,7,1,69.1,16.6,35,4,13.4
catcher,catcher,,cognates,noun,sports_recreation,1200,1878,1,1,2,7,3.46,2,46.5,13.2,17.3,5.7,10.4
catechesis,catequesis,,cognates,noun,religion_spirituality,1753,1790,0.667,0.8,4,10,5.07,1,63.4,19.3,25.4,4,14.7
category,categoría,,cognates,noun,language_communication,1508,1545,0.778,0.778,4,8,2.43,2,49.1,19.3,12.1,5.7,12
catharsis,catársis,,cognates,noun,emotions_psychology,1770,1932,0.75,0.778,3,9,4.33,2,57.4,16.6,21.6,5.7,13.4
cathartic,catártico,,cognates,adjective,emotions_psychology,1600,1774,0.625,0.667,3,9,4.19,4,59,16.6,20.9,8,13.4
catheterization,cateterización,,cognates,noun,health_medicine,1840,1879,0.727,0.8,4,15,4.67,1,66.6,19.3,23.4,4,19.9
cause,causa,,cognates,noun,values_ethics,1200,1522,0.8,0.8,1,5,1.65,7,33.2,8.3,8.3,10.6,6
cauterization,cauterio,,cognates,noun,health_medicine,1400,1578,0.8,0.615,5,13,5.3,1,70,21.5,26.5,4,18
celebration,celebración,,cognates,noun,festivals_celebrations,1325,1556,0.727,0.818,4,11,2.71,3,55.7,19.3,13.6,6.9,15.9
